Car-Type,day of week,monthly visits
2P,Sunday,May
2P,Sunday,May
2P,Tuesday,March
2P,Tuesday,March
2P,Tuesday,February
2P,Tuesday,February
2P,Friday,February
2P,Friday,February
2P,Sunday,April
2P,Sunday,April
2P,Tuesday,January
2P,Tuesday,January
2P,Sunday,January
2P,Sunday,January
2P,Tuesday,April
2P,Tuesday,April
2P,Thursday,April
2P,Thursday,April
2P,Wednesday,March
2P,Wednesday,March
2P,Monday,May
2P,Monday,May
2P,Sunday,February
2P,Sunday,February
2P,Tuesday,March
2P,Tuesday,March
2P,Sunday,January
2P,Sunday,January
2P,Sunday,January
2P,Sunday,January
2P,Friday,January
2P,Friday,January
2P,Monday,May
2P,Monday,May
2P,Wednesday,February
2P,Wednesday,February
2P,Thursday,February
2P,Thursday,February
2P,Thursday,February
2P,Thursday,February
2P,Saturday,March
2P,Saturday,March
2P,Saturday,January
2P,Saturday,January
2P,Tuesday,February
2P,Tuesday,February
2P,Friday,March
2P,Friday,March
2P,Saturday,March
2P,Saturday,March
2P,Sunday,February
2P,Sunday,February
2P,Sunday,January
2P,Sunday,January
2P,Thursday,February
2P,Thursday,February
2P,Thursday,May
2P,Friday,May
2P,Wednesday,April
2P,Wednesday,April
2P,Saturday,January
2P,Saturday,January
2P,Tuesday,March
2P,Tuesday,March
2P,Monday,May
2P,Monday,May
2P,Saturday,May
2P,Saturday,May
2P,Sunday,January
2P,Sunday,January
2P,Thursday,January
2P,Thursday,January
2P,Friday,January
2P,Friday,January
2P,Monday,May
2P,Monday,May
2P,Sunday,March
2P,Sunday,March
2P,Sunday,April
2P,Sunday,April
2P,Saturday,May
2P,Saturday,May
2P,Saturday,March
2P,Saturday,March
2P,Sunday,February
2P,Sunday,February
2P,Saturday,February
2P,Saturday,February
2P,Monday,February
2P,Monday,February
2P,Wednesday,May
2P,Wednesday,May
2P,Monday,March
2P,Monday,March
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Thursday,March
2P,Thursday,March
2P,Tuesday,February
2P,Tuesday,February
2P,Monday,February
2P,Monday,February
2P,Monday,January
2P,Monday,January
2P,Friday,May
2P,Friday,May
2P,Friday,January
2P,Friday,January
2P,Sunday,April
2P,Sunday,April
2P,Wednesday,January
2P,Wednesday,January
2P,Saturday,February
2P,Saturday,February
2P,Wednesday,March
2P,Wednesday,March
2P,Sunday,April
2P,Sunday,April
2P,Sunday,February
2P,Sunday,February
2P,Wednesday,March
2P,Wednesday,March
2P,Saturday,January
2P,Saturday,January
2P,Monday,January
2P,Monday,January
2P,Friday,May
2P,Friday,May
2P,Friday,April
2P,Friday,April
2P,Thursday,March
2P,Thursday,March
2P,Wednesday,May
2P,Wednesday,May
2P,Saturday,February
2P,Saturday,February
2P,Thursday,May
2P,Thursday,May
2P,Wednesday,February
2P,Wednesday,February
2P,Monday,April
2P,Monday,April
2P,Tuesday,January
2P,Tuesday,January
2P,Wednesday,April
2P,Wednesday,April
2P,Friday,January
2P,Friday,January
2P,Sunday,March
2P,Sunday,March
2P,Friday,January
2P,Friday,January
2P,Saturday,May
2P,Saturday,May
2P,Friday,April
2P,Friday,April
2P,Tuesday,March
2P,Tuesday,March
2P,Tuesday,December
2P,Tuesday,December
2P,Monday,December
2P,Monday,December
2P,Tuesday,December
2P,Thursday,August
2P,Thursday,August
2P,Thursday,August
2P,Thursday,May
2P,Tuesday,June
2P,Tuesday,June
2P,Tuesday,June
2P,Saturday,May
2P,Saturday,May
2P,Saturday,May
2P,Monday,September
2P,Monday,September
2P,Monday,September
2P,Friday,May
2P,Friday,May
2P,Monday,September
2P,Monday,September
2P,Monday,September
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,December
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Wednesday,July
2P,Wednesday,July
2P,Sunday,November
2P,Sunday,November
2P,Sunday,November
2P,Sunday,May
2P,Sunday,May
2P,Sunday,October
2P,Sunday,October
2P,Monday,July
2P,Wednesday,October
2P,Wednesday,October
2P,Wednesday,October
2P,Saturday,October
2P,Saturday,October
2P,Saturday,October
2P,Thursday,August
2P,Thursday,August
2P,Thursday,August
2P,Tuesday,May
2P,Monday,August
2P,Monday,August
2P,Monday,August
2P,Sunday,September
2P,Sunday,September
2P,Sunday,September
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Monday,May
2P,Monday,May
2P,Monday,May
2P,Wednesday,August
2P,Wednesday,August
2P,Wednesday,August
2P,Tuesday,June
2P,Tuesday,June
2P,Sunday,August
2P,Sunday,August
2P,Sunday,August
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Sunday,May
2P,Monday,October
2P,Monday,October
2P,Tuesday,October
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Sunday,June
2P,Sunday,June
2P,Sunday,June
2P,Saturday,May
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Saturday,October
2P,Saturday,October
2P,Sunday,October
2P,Sunday,October
2P,Sunday,October
2P,Wednesday,May
2P,Wednesday,May
2P,Sunday,June
2P,Sunday,June
2P,Tuesday,November
2P,Tuesday,November
2P,Wednesday,August
2P,Wednesday,August
2P,Wednesday,August
2P,Sunday,September
2P,Sunday,September
2P,Sunday,September
2P,Thursday,December
2P,Thursday,December
2P,Thursday,December
2P,Sunday,June
2P,Sunday,June
2P,Sunday,June
2P,Friday,September
2P,Friday,September
2P,Friday,September
2P,Friday,August
2P,Friday,August
2P,Thursday,June
2P,Thursday,June
2P,Thursday,June
2P,Sunday,June
2P,Sunday,June
2P,Sunday,June
2P,Sunday,November
2P,Sunday,November
2P,Sunday,November
2P,Thursday,November
2P,Thursday,November
2P,Thursday,November
2P,Thursday,December
2P,Sunday,December
2P,Sunday,December
2P,Sunday,December
2P,Thursday,August
2P,Thursday,August
2P,Thursday,August
2P,Thursday,November
2P,Thursday,November
2P,Thursday,November
2P,Wednesday,September
2P,Wednesday,September
2P,Wednesday,September
2P,Friday,May
2P,Friday,May
2P,Saturday,May
2P,Saturday,June
2P,Saturday,June
2P,Thursday,October
2P,Thursday,October
2P,Thursday,October
2P,Thursday,December
2P,Thursday,December
2P,Thursday,December
2P,Monday,November
2P,Saturday,May
2P,Saturday,May
2P,Tuesday,August
2P,Tuesday,August
2P,Saturday,August
2P,Saturday,August
2P,Saturday,August
2P,Friday,December
2P,Friday,December
2P,Friday,December
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Thursday,November
2P,Thursday,November
2P,Thursday,November
2P,Monday,December
2P,Monday,December
2P,Tuesday,August
2P,Tuesday,August
2P,Thursday,November
2P,Thursday,November
2P,Thursday,November
2P,Saturday,August
2P,Thursday,May
2P,Thursday,June
2P,Thursday,June
2P,Thursday,June
2P,Monday,May
2P,Monday,May
2P,Monday,May
2P,Tuesday,August
2P,Tuesday,August
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Monday,December
2P,Monday,December
2P,Monday,December
2P,Monday,November
2P,Monday,November
2P,Friday,October
2P,Friday,October
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Saturday,October
2P,Saturday,October
2P,Saturday,October
2P,Sunday,November
2P,Sunday,November
2P,Sunday,November
2P,Tuesday,December
2P,Tuesday,December
2P,Tuesday,December
2P,Saturday,June
2P,Saturday,June
2P,Saturday,June
2P,Sunday,August
2P,Sunday,August
2P,Sunday,August
2P,Friday,May
2P,Friday,May
2P,Friday,May
2P,Wednesday,October
2P,Wednesday,October
2P,Wednesday,October
2P,Tuesday,September
2P,Tuesday,September
2P,Tuesday,September
2P,Wednesday,July
2P,Wednesday,July
2P,Saturday,December
2P,Saturday,December
2P,Saturday,December
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Thursday,September
2P,Thursday,September
2P,Thursday,September
2P,Friday,August
2P,Friday,August
2P,Friday,August
2P,Monday,May
2P,Monday,May
2P,Monday,October
2P,Monday,October
2P,Monday,October
2P,Sunday,September
2P,Sunday,September
2P,Sunday,September
2P,Friday,August
2P,Friday,August
2P,Friday,August
2P,Sunday,September
2P,Sunday,September
2P,Sunday,September
2P,Friday,October
2P,Friday,October
2P,Sunday,October
2P,Sunday,October
2P,Sunday,October
2P,Monday,November
2P,Monday,November
2P,Monday,November
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Saturday,December
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,June
2P,Tuesday,June
2P,Tuesday,June
2P,Friday,December
2P,Friday,December
2P,Friday,December
2P,Tuesday,May
2P,Tuesday,May
2P,Saturday,August
2P,Saturday,August
2P,Saturday,August
2P,Tuesday,October
2P,Tuesday,October
2P,Saturday,September
2P,Saturday,September
2P,Monday,September
2P,Monday,September
2P,Monday,June
2P,Monday,June
2P,Monday,June
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Saturday,October
2P,Saturday,October
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Sunday,December
2P,Sunday,December
2P,Sunday,December
2P,Thursday,October
2P,Friday,October
2P,Friday,October
2P,Wednesday,December
2P,Friday,May
2P,Friday,May
2P,Friday,May
2P,Tuesday,November
2P,Tuesday,November
2P,Saturday,December
2P,Saturday,December
2P,Sunday,December
2P,Friday,May
2P,Friday,May
2P,Saturday,September
2P,Saturday,September
2P,Saturday,September
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Sunday,October
2P,Sunday,October
2P,Sunday,October
2P,Sunday,December
2P,Sunday,December
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Wednesday,October
2P,Friday,September
2P,Friday,September
2P,Friday,September
2P,Thursday,December
2P,Friday,December
2P,Friday,December
2P,Tuesday,October
2P,Tuesday,October
2P,Tuesday,October
2P,Saturday,October
2P,Saturday,October
2P,Saturday,October
2P,Saturday,November
2P,Saturday,November
2P,Saturday,November
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Saturday,November
2P,Saturday,November
2P,Saturday,November
2P,Thursday,August
2P,Thursday,August
2P,Saturday,November
2P,Saturday,November
2P,Saturday,November
2P,Saturday,November
2P,Monday,August
2P,Monday,August
2P,Monday,August
2P,Friday,November
2P,Friday,November
2P,Friday,November
2P,Sunday,July
2P,Sunday,July
2P,Sunday,July
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Monday,July
2P,Monday,July
2P,Wednesday,June
2P,Wednesday,June
2P,Wednesday,June
2P,Saturday,November
2P,Saturday,November
2P,Saturday,November
2P,Sunday,August
2P,Sunday,August
2P,Sunday,August
2P,Saturday,July
2P,Saturday,July
2P,Saturday,July
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,December
2P,Friday,December
2P,Friday,December
2P,Monday,November
2P,Monday,November
2P,Tuesday,November
2P,Sunday,December
2P,Sunday,December
2P,Sunday,December
2P,Sunday,July
2P,Sunday,July
2P,Sunday,July
2P,Friday,June
2P,Friday,June
2P,Friday,June
2P,Sunday,October
2P,Sunday,October
2P,Sunday,October
2P,Friday,May
2P,Sunday,May
2P,Sunday,May
2P,Sunday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Tuesday,June
2P,Tuesday,June
2P,Monday,December
2P,Monday,December
2P,Monday,December
2P,Wednesday,September
2P,Wednesday,September
2P,Wednesday,September
2P,Sunday,September
2P,Sunday,September
2P,Thursday,May
2P,Thursday,May
2P,Thursday,May
2P,Tuesday,September
2P,Tuesday,September
2P,Tuesday,September
2P,Tuesday,September
2P,Friday,July
2P,Friday,July
2P,Monday,June
2P,Tuesday,August
2P,Tuesday,August
2P,Tuesday,August
2P,Thursday,October
2P,Tuesday,December
2P,Tuesday,December
2P,Saturday,May
2P,Saturday,May
2P,Saturday,May
2P,Tuesday,June
2P,Tuesday,June
2P,Wednesday,June
2P,Friday,August
2P,Monday,November
2P,Monday,November
2P,Monday,November
2P,Saturday,July
2P,Saturday,July
2P,Sunday,July
2P,Thursday,May
2P,Tuesday,May
2P,Saturday,October
2P,Saturday,October
2P,Saturday,October
2P,Thursday,May
2P,Thursday,May
2P,Thursday,May
2P,Sunday,November
2P,Sunday,November
2P,Sunday,November
2P,Friday,August
2P,Friday,July
2P,Friday,July
2P,Friday,July
2P,Monday,October
2P,Monday,October
2P,Monday,October
2P,Sunday,July
2P,Saturday,May
2P,Tuesday,November
2P,Tuesday,November
2P,Wednesday,November
2P,Wednesday,July
2P,Wednesday,July
2P,Thursday,December
2P,Thursday,December
2P,Thursday,December
2P,Thursday,May
2P,Thursday,May
2P,Thursday,May
2P,Saturday,July
2P,Saturday,July
2P,Saturday,July
2P,Friday,November
2P,Friday,November
2P,Friday,November
2P,Saturday,June
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,June
2P,Wednesday,June
2P,Wednesday,June
2P,Saturday,July
2P,Saturday,July
2P,Saturday,July
2P,Wednesday,November
2P,Wednesday,November
2P,Wednesday,November
2P,Thursday,May
2P,Monday,August
2P,Monday,August
2P,Monday,August
2P,Sunday,November
2P,Sunday,November
2P,Sunday,November
2P,Friday,July
2P,Friday,July
2P,Friday,July
2P,Sunday,August
2P,Sunday,August
2P,Sunday,September
2P,Sunday,September
2P,Monday,June
2P,Monday,June
2P,Wednesday,June
2P,Wednesday,June
2P,Wednesday,June
2P,Monday,October
2P,Monday,October
2P,Monday,October
2P,Friday,November
2P,Friday,November
2P,Sunday,June
2P,Sunday,June
2P,Sunday,June
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,December
2P,Monday,June
2P,Monday,June
2P,Monday,June
2P,Friday,September
2P,Friday,September
2P,Monday,May
2P,Monday,May
2P,Monday,May
2P,Monday,September
2P,Monday,September
2P,Monday,September
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Sunday,September
2P,Sunday,September
2P,Sunday,September
2P,Tuesday,June
2P,Tuesday,June
2P,Tuesday,June
2P,Monday,November
2P,Monday,November
2P,Monday,November
2P,Thursday,October
2P,Thursday,October
2P,Thursday,October
2P,Friday,September
2P,Friday,September
2P,Friday,September
2P,Wednesday,September
2P,Thursday,September
2P,Thursday,September
2P,Saturday,September
2P,Saturday,September
2P,Saturday,September
2P,Saturday,May
2P,Saturday,May
2P,Saturday,May
2P,Thursday,October
2P,Thursday,October
2P,Thursday,October
2P,Sunday,November
2P,Sunday,November
2P,Thursday,October
2P,Thursday,October
2P,Thursday,October
2P,Wednesday,July
2P,Wednesday,July
2P,Wednesday,July
2P,Monday,November
2P,Monday,August
2P,Monday,August
2P,Monday,August
2P,Friday,October
2P,Friday,October
2P,Friday,October
2P,Sunday,November
2P,Sunday,November
2P,Wednesday,December
2P,Wednesday,December
2P,Wednesday,December
2P,Tuesday,November
2P,Tuesday,November
2P,Tuesday,November
2P,Monday,May
2P,Monday,May
2P,Monday,May
2P,Monday,January
2P,Monday,January
2P,Monday,January
2P,Sunday,April
2P,Sunday,April
2P,Sunday,April
2P,Tuesday,April
2P,Tuesday,April
2P,Tuesday,April
2P,Saturday,April
2P,Saturday,April
2P,Saturday,April
2P,Wednesday,May
2P,Monday,January
2P,Monday,January
2P,Monday,March
2P,Sunday,January
2P,Sunday,January
2P,Sunday,January
2P,Tuesday,January
2P,Tuesday,January
2P,Friday,May
2P,Friday,May
2P,Friday,May
2P,Monday,February
2P,Monday,February
2P,Monday,February
2P,Sunday,March
2P,Sunday,March
2P,Sunday,March
2P,Saturday,March
2P,Saturday,March
2P,Saturday,March
2P,Saturday,January
2P,Saturday,January
2P,Saturday,January
2P,Friday,May
2P,Friday,May
2P,Tuesday,March
2P,Tuesday,March
2P,Tuesday,March
2P,Thursday,January
2P,Thursday,January
2P,Thursday,January
2P,Friday,February
2P,Friday,February
2P,Saturday,April
2P,Saturday,April
2P,Wednesday,January
2P,Sunday,January
2P,Saturday,March
2P,Saturday,March
2P,Saturday,March
2P,Tuesday,April
2P,Tuesday,April
2P,Saturday,March
2P,Sunday,February
2P,Sunday,February
2P,Sunday,April
2P,Sunday,April
2P,Sunday,April
2P,Monday,March
2P,Monday,March
2P,Monday,March
2P,Thursday,January
2P,Thursday,January
2P,Thursday,January
2P,Sunday,March
2P,Sunday,March
2P,Sunday,January
2P,Sunday,January
2P,Friday,March
2P,Friday,March
2P,Friday,March
2P,Thursday,May
2P,Thursday,May
2P,Monday,March
2P,Thursday,February
2P,Thursday,February
2P,Thursday,February
2P,Friday,May
2P,Friday,May
2P,Wednesday,April
2P,Wednesday,April
2P,Wednesday,April
2P,Saturday,January
2P,Saturday,January
2P,Saturday,January
2P,Saturday,January
2P,Friday,February
2P,Friday,February
2P,Friday,February
2P,Tuesday,March
2P,Tuesday,March
2P,Tuesday,March
2P,Sunday,February
2P,Sunday,February
2P,Sunday,February
2P,Friday,January
2P,Friday,January
2P,Saturday,February
2P,Saturday,February
2P,Saturday,February
2P,Friday,April
2P,Friday,April
2P,Friday,February
2P,Friday,February
2P,Friday,February
2P,Monday,May
2P,Monday,May
2P,Monday,May
2P,Friday,March
2P,Friday,March
2P,Friday,March
2P,Friday,April
2P,Friday,April
2P,Friday,April
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Wednesday,May
2P,Tuesday,May
2P,Tuesday,May
2P,Thursday,March
2P,Thursday,March
2P,Thursday,January
2P,Thursday,January
2P,Thursday,January
2P,Thursday,January
2P,Saturday,February
2P,Saturday,February
2P,Saturday,February
2P,Friday,January
2P,Wednesday,March
2P,Wednesday,March
2P,Wednesday,March
2P,Wednesday,March
2P,Wednesday,March
2P,Friday,April
2P,Friday,April
2P,Tuesday,April
2P,Sunday,April
2P,Sunday,April
2P,Sunday,April
2P,Tuesday,February
2P,Tuesday,February
2P,Wednesday,January
2P,Wednesday,January
2P,Wednesday,January
2P,Friday,May
2P,Friday,May
2P,Friday,May
2P,Tuesday,May
2P,Friday,March
2P,Friday,March
2P,Friday,March
2P,Monday,April
2P,Monday,April
2P,Monday,April
2P,Saturday,April
2P,Sunday,March
2P,Sunday,March
2P,Saturday,April
2P,Saturday,April
2P,Thursday,February
2P,Thursday,February
2P,Thursday,February
2P,Wednesday,February
2P,Wednesday,February
2P,Wednesday,February
2P,Monday,January
2P,Friday,April
2P,Friday,April
2P,Friday,April
2P,Tuesday,February
2P,Tuesday,February
2P,Tuesday,February
2P,Thursday,March
2P,Thursday,March
2P,Wednesday,May
2P,Wednesday,May
2P,Sunday,February
2P,Sunday,February
2P,Sunday,February
2P,Friday,January
2P,Friday,January
2P,Friday,March
2P,Friday,March
2P,Friday,March
2P,Wednesday,January
2P,Wednesday,January
2P,Wednesday,January
2P,Thursday,April
2P,Friday,April
2P,Friday,April
2P,Wednesday,February
2P,Wednesday,February
2P,Wednesday,February
2P,Tuesday,January
2P,Tuesday,January
2P,Tuesday,January
2P,Friday,January
2P,Saturday,February
2P,Saturday,February
